brand,title,scent_type,price,priceWithCurrency,available,availableText,sold,lastUpdated,itemLocation
Kilian,Kilian Paris Can't Stop Loving You 50ml/ 1.7oz EDP New & Sealed,"Pear, Sandalwood, Blackcurrant, Rose",100,US $100.00,,Last One / 12 sold,12,"May 20, 2024 18:17:12 PDT","Oxnard, California, United States"
Rihanna,FENTY by RIHANNA Eau de Parfum 1.5ml Sample Size Travel Mini NIB. Authentic.,"Raspberry, Cardamom, Musk, Chocolate",12.49,US $12.49/ea,5,5 available / 10 sold,10,"May 04, 2024 19:06:40 PDT","Portland, Oregon, United States"
Dior,Christian Dior Addict Eau Fraiche EDT For Women 3.4 oz / 100 ml *NEW*,"Patchouli, Coconut, Cedarwood, Raspberry",74.99,US $74.99,8,8 available / 28 sold,28,"Mar 01, 2024 11:41:42 PST","Miami, Florida, United States"
Ellis Brooklyn,ELLIS BROOKLYN Salt EDP Splash .25oz/7.5mL Womens Travel Perfume - NEW in Box!,"Cinnamon, Oakmoss, Blackcurrant",13.44,US $13.44/ea,3,3 available / 30 sold,30,"May 14, 2024 02:03:14 PDT","Manchester, New Hampshire, United States"
Ariana Grande,Cloud by Ariana Grande for Women EDP Spray 3.4 oz / 100 ml New Sealed In Box,"Sandalwood, Cypress, Violet, Coconut",35.99,US $35.99/ea,9,9 available / 49 sold,49,"May 20, 2024 07:54:54 PDT","Laughlin, Nevada, United States"
Lancôme,Lancome Tresor 3.4 oz EDP Romantic & Sophisticated for Women New,"Apple, Citrus",44.99,US $44.99/ea,5,5 available / 14 sold,14,"May 08, 2024 07:48:32 PDT","Macomb, Michigan, United States"
Ralph Lauren,Ralph Lauren Romance Rose Eau de Parfum 3.4 oz 100 ml Brand New Sealed,"Jasmine, Citrus, Vanilla, Patchouli",44.99,US $44.99/ea,7,7 available / 3 sold,3,"May 20, 2024 00:26:46 PDT","Warren, Michigan, United States"
Jo Malone,Jo Malone London Grapefruit Cologne 3.4 oz,"Pear, Oud",73.99,US $73.99,7,7 available / 52 sold,52,"May 19, 2024 22:29:14 PDT","Las Vegas, Nevada, United States"
One Direction,That Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,"Violet, Amber, Pear, Coffee, Sandalwood",34.85,US $34.85,10,More than 10 available / 545 sold,545,"May 17, 2024 09:27:23 PDT","Lynwood, California, United States"
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box,"Musk, Blackcurrant, Oud, Apple, Lily",38.99,US $38.99/ea,9,9 available / 23 sold,23,"May 22, 2024 08:51:16 PDT","Phoenix, Arizona, United States"
Dana,2.5 Loves Baby Soft Body Mist for Women Fragrance/Cologne NEW Whisper Soft 2.5oz,"Blackcurrant, Cardamom, Leather",25.99,US $25.99/ea,3,3 available / 17 sold,17,"Apr 06, 2024 17:53:08 PDT","Kissimmee, Florida, United States"
HERMÈS,TWILLY d'HERMES EAU POIVREE *  2.87 Fl Oz (85ml) EDP Spray - New Unsealed Box,"Peach, Patchouli, Citrus, Cardamom",47.66,US $47.66/ea,,Limited quantity available / 119 sold,119,"Feb 27, 2024 08:42:32 PST","Tucson, Arizona, United States"
HERMÈS,Un Jardin Sur Le Nil by Hermes 3.3 / 3.4 oz Perfume for Women Brand New Tester,"Lily, Vetiver, Lavender",58.08,US $58.08/ea,10,More than 10 available / 278 sold,278,"May 21, 2024 20:36:05 PDT","Hackensack, New Jersey, United States"
Vilhelm Parfumerie,Vilhelm Parfumerie A Lilac A Day Eau De Parfum Spray Women 3.4 Oz / 100ml,"Cypress, Vanilla, Rose, Raspberry, Musk",108.99,US $108.99/ea,9,9 available / 11 sold,11,"May 14, 2024 09:04:49 PDT","Feasterville-Trevose, Pennsylvania, United States"
Jo Malone,Wood Sage & Sea Salt By Jo Malone EDC Cologne Spray for Women New In Sealed Box,"Lavender, Rose, Cinnamon, Apple",59.99,US $59.99,5,5 available / 36 sold,36,"May 21, 2024 02:54:27 PDT","Hong Kong, Hong Kong"
Donna Karan,Donna Karan Cashmere Mist EDP 3.4oz Women's Fragrance New Sealed,"Saffron, Lily of the Valley, Oud, Musk",29.99,US $29.99/ea,6,6 available / 26 sold,26,"May 22, 2024 08:56:28 PDT","Detroit, Michigan, United States"
Michael Kors,Michael Kors CLASSIC(Original Formula) Eau De Parfum 3-Pcs Set  / New With Box,"Grapefruit, Musk",299.99,US $299.99,10,More than 10 available / 92 sold,92,"May 21, 2024 11:08:38 PDT","Long Island City, New York, United States"
Versace,Versace Bright Crystal Women's EDT 6.7 oz Spray,"Violet, Oakmoss",52.79,US $52.79/ea,10,More than 10 available / 23 sold,23,"May 21, 2024 09:29:37 PDT","Allen Park, Michigan, United States"
Versace,Versace Bright Crystal EDT 3oz Women's Scent Spray New,"Patchouli, Coffee",33,US $33.00/ea,5,5 available / 18 sold,18,"May 23, 2024 09:07:56 PDT","Detroit, Michigan, United States"
Ariana Grande,Ariana Grande Ladies Mod Vanilla EDP Spray 3.4 oz Fragrances 810101501227,"Leather, Citrus, Ginger, Cedarwood, Lavender",53.57,US $53.57,3,3 available / 10 sold,10,"May 24, 2024 01:02:24 PDT","Brooklyn, New York, United States"
Kilian,"KILIAN Paris Can't Stop Loving You Full Size 1.7oz/50mL, New in Sealed Box","Lavender, Leather",100.99,US $100.99,,Last One / 15 sold,15,"May 16, 2024 03:17:16 PDT","Jefferson, Texas, United States"
Carolina Herrera,Carolina Herrera Good Girl 2.7 oz EDP Bold Women's Perfume Heel Bottle Design,"Orange Blossom, Lily, Violet, Cypress, Raspberry",49.99,US $49.99/ea,6,6 available / 35 sold,35,"May 10, 2024 09:54:17 PDT","Detroit, Michigan, United States"
Dossier,Dossier POWDERY PEACH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,"Oakmoss, Lavender",20,US $20.00/ea,8,8 available / 22 sold,22,,"Los Angeles, California, United States"
Preferred Fragrance,Bright Crystal 6.7 oz / 200mL Eau De Toilette Perfume For Women Brand New Sealed,"Citrus, Oud, Clove, Lily of the Valley, Sandalwood",48.9,US $48.90/ea,10,More than 10 available / 33 sold,33,"May 21, 2024 09:21:47 PDT","Running Springs, California, United States"
Dolce & Gabbana,Dolce & Gabbana Devotion 1.7 oz EDP Perfume for Women New In Box,"Coconut, Grapefruit, Blackcurrant",58.69,US $58.69,10,More than 10 available / 23 sold,23,"May 24, 2024 06:41:04 PDT","Hackensack, New Jersey, United States"
Kim Kardashian,Kim Kardashian True Reflection Eau De Parfum Spray. Perfume for Women. 1 fl.oz,"Lavender, Amber, Patchouli, Leather",9.49,US $9.49/ea,5,5 available / 491 sold,491,"May 23, 2024 13:11:55 PDT","Miami, Florida, United States"
Calvin Klein,Euphoria by Calvin Klein 6.7 oz Sensual Skin Body Lotion for Women Brand New,"Coffee, Ginger, Cardamom",18.88,US $18.88/ea,10,"More than 10 available / 2,002 sold",2002,"May 22, 2024 18:31:31 PDT","Hackensack, New Jersey, United States"
Sisley,Eau de Campagne by Sisley Perfumed Deodorant 5 fl oz / 150 ml *NEW IN BOX*,"Leather, Oakmoss, Vetiver",49.99,US $49.99,,Last One / 11 sold,11,"May 02, 2024 10:15:16 PDT","Miami, Florida, United States"
Valentino,Voce Viva by Valentino 3.4 oz EDP Perfume for Women New In Box,"Citrus, Blackcurrant, Orange Blossom, Oud",84.97,US $84.97,,Limited quantity available / 146 sold,146,"May 22, 2024 08:12:04 PDT","Hackensack, New Jersey, United States"
Anna Sui,"ANNA SUI Sundae 3-Piece Minature Set (Pretty Pink, Mellow Yellow & Violet Vibe)","Grapefruit, Patchouli, Coconut, Chocolate",69.89,US $69.89/ea,6,6 available / 24 sold,24,"Apr 24, 2024 23:54:31 PDT","Takamatsu City, Japan"
Narciso Rodriguez,NARCISO RODRIGUEZ NARCISO EAU DE PARFUM SPRAY 30 ML/1 FL.OZ.,"Cedarwood, Cypress, Grapefruit, Blackcurrant",125,US $125.00,6,6 available / 6 sold,6,"May 16, 2024 11:52:34 PDT","New York, New York, United States"
Fuller Armand Dupree,Vivir By Lucia Mendez CON FEROMONAS Perfume Para Dama 60ml DE FULLER MEXICO,"Rose, Cinnamon, Apple, Pear, Coconut",36.99,US $36.99,10,More than 10 available / 31 sold,31,"May 23, 2024 12:22:57 PDT","Austin, Texas, United States"
Creed,Creed Queen of Silk Eau De Parfum 2.5oz 75ml Tester With Lid,"Chocolate, Musk",275,US $275.00,,Last One / 4 sold,4,"May 09, 2024 16:11:53 PDT","Saint Augustine, Florida, United States"
Jo Malone,Jo Malone Incense & Cedrat Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,"Vanilla, Chocolate",76.99,US $76.99,9,9 available / 1 sold,1,"May 15, 2024 07:42:06 PDT","Las Vegas, Nevada, United States"
dossier,Dossier Floral Honeysuckle Eau de Parfum Spray 1.7 Oz EDP Perfume NEW No Box,"Peach, Patchouli",22.99,US $22.99,9,9 available / 39 sold,39,"May 17, 2024 11:34:01 PDT","Bogota, New Jersey, United States"
Victoria's Secret,VICTORIA'S SECRET CRUSH FRAGRANCE BODY MIST SPRAY 8.4 FL OZ,"Leather, Amber, Lily",24.95,US $24.95,10,More than 10 available / 54 sold,54,"May 10, 2024 16:16:26 PDT","Jamaica, New York, United States"
Unbranded,USA Perfume Bottle Spray Atomizer Pump Ball / Bulb & Tube / Hose Replacement,"Vetiver, Rose, Oud, Vanilla, Chili",13.5,US $13.50/ea,4,4 available / 145 sold,145,"May 16, 2024 14:38:14 PDT","Weatherford, Texas, United States"
PRADA,Prada Paradoxe Intense Women Eau De Parfum Spray 1.6 oz 50ml New In Box,"Cypress, Clove, Grapefruit, Rose, Coffee",88,US $88.00/ea,2,2 available / 13 sold,13,"May 21, 2024 17:06:49 PDT","Redmond, Washington, United States"
Maison Alhambra,Maison Alhambra Ladies Pink Shimmer Secret Intense EDP Spray 3.38 oz Fragrances,"Leather, Lily of the Valley, Clove, Pepper, Blackcurrant",15.97,US $15.97,3,3 available / 13 sold,13,"May 23, 2024 20:14:32 PDT","Brooklyn, New York, United States"
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW","Grapefruit, Musk, Violet",16.98,US $16.98/ea,10,More than 10 available / 27 sold,27,"May 24, 2024 03:58:41 PDT","Houston, Texas, United States"
Calvin Klein,Eternity For Women By Calvin Klein Eau De Parfum Spray 1 Fl Oz LOT OF 2,"Musk, Lavender",22.99,US $22.99/ea,10,More than 10 available / 7 sold,7,"May 23, 2024 11:25:45 PDT","Fort Wayne, Indiana, United States"
Juicy Couture,VIVA LA JUICY by JUICY COUTURE Eau De PARFUM SPRAY 1 OZ / 30mL,"Peach, Apple, Amber, Blackcurrant, Sandalwood",18.95,US $18.95,10,More than 10 available / 34 sold,34,"May 18, 2024 05:47:20 PDT","Elizabeth, New Jersey, United States"
Maison Alhambra,Maison Alhambra Ladies Reyna Pour Femme EDP 3.4 oz Fragrances 6290360590721,"Coffee, Ginger, Oud, Peach, Amber",27.89,US $27.89,3,3 available / 8 sold,8,"May 24, 2024 09:44:28 PDT","Brooklyn, New York, United States"
Acqua di Parma,Acqua Di Parma Blu Mediterraneo Mirto Di Panarea Eau De Toilette  75 ml 2.5 oz,"Oakmoss, Coffee, Oud",34.99,US $34.99,2,2 available / 8 sold,8,"May 19, 2024 19:10:15 PDT","California,United States, Hong Kong"
Al Haramain,L'aventure Ciel by Al Haramain Eau De Parfum 3.33oz/100ml Spray New With Box,"Pear, Vanilla, Grapefruit",33.75,US $33.75,10,More than 10 available / 10 sold,10,"May 23, 2024 16:06:10 PDT","Long Island City, New York, United States"
Gucci,Gucci Flora Gorgeous Jasmine 3.3 oz EDP Perfume for Women New In Box,"Oakmoss, Coffee, Lily",87.52,US $87.52,10,More than 10 available / 188 sold,188,"May 23, 2024 19:12:32 PDT","Hackensack, New Jersey, United States"
Aquolina,"Pink Sugar Creamy Sunshine by Aquolina, 3.4 oz EDT Spray for Women","Lily of the Valley, Lavender, Lily, Chocolate, Saffron",19.73,US $19.73/ea,10,More than 10 available / 107 sold,107,"May 22, 2024 12:00:35 PDT","Edison, New Jersey, United States"
BURBERRY,"BURBERRY HER Eau De Parfum FOR WOMEN Mini .16oz, 5ml /FREE TRAVEL SPRAY","Leather, Grapefruit, Cardamom, Saffron",17.89,US $17.89,10,More than 10 available / 360 sold,360,"Jan 18, 2024 18:30:10 PST","West Palm Beach, Florida, United States"
Victoria's Secret,Victoria's Secret DREAM ANGELS DESIRE 4.2 oz Eau De Parfum Spray,"Citrus, Orange Blossom, Coconut",99.99,US $99.99/ea,6,6 available / 3 sold,3,"May 18, 2024 22:33:17 PDT","La Porte, Indiana, United States"
Parfums de Marly,"Parfums de Marly Oriana by Parfums de Marly, 2.5 oz EDP Spray women","Pear, Lavender",99.99,US $99.99,,Last One / 7 sold,7,"May 20, 2024 19:06:19 PDT","Jefferson, Texas, United States"
As Shown,Burberry Her Eau De Toilette for Women 3.3 oz EDT Spray New in Box Sealed,"Rose, Jasmine, Oud",59.99,US $59.99,,Last One / 11 sold,11,"May 21, 2024 02:46:19 PDT","Ottawa,California, Canada"
Jimmy Choo,JIMMY CHOO FLASH by Jimmy Choo 3.3 / 3.4 oz EDP Perfume Women NEW IN BOX,"Clove, Chili, Coffee",37.02,US $37.02/ea,25,"25 available / 1,926 sold",1926,"May 24, 2024 08:52:07 PDT","Dallas, Texas, United States"
Unbranded,30ml Venom Pheromone Perfume Collection Floral Scent Fragrance Perfume For Women,"Oakmoss, Blackcurrant, Lavender, Raspberry, Coconut",12.95,US $12.95,10,More than 10 available / 42 sold,42,"Apr 27, 2024 19:05:16 PDT","CA, United States"
Britney Spears,Fantasy Jungle by Britney Spears 3.3 oz EDT Perfume for Women New In Box,"Cinnamon, Pepper",24.99,US $24.99,4,4 available / 21 sold,21,"May 22, 2024 13:49:05 PDT","Hackensack, New Jersey, United States"
Elizabeth Arden,Classic Red Door Elizabeth Arden Women 3.3 3.4 oz 100 ml Edt Spray Same As Photo,"Raspberry, Lily of the Valley, Musk",36.94,US $36.94/ea,7,7 available / 233 sold,233,"Mar 25, 2024 16:16:50 PDT","Midway City, California, United States"
Yves Saint Laurent,Black Opium by Yves Saint Laurent EDP for Women 3.0 oz / 90 ml NEW,"Blackcurrant, Leather",39.95,US $39.95/ea,10,More than 10 available / 3 sold,3,"May 16, 2024 20:06:04 PDT","Piscataway, New Jersey, United States"
Parfums de Marly,Parfums de Marly 2.5 oz Parfums de Marly Oriana Eau De Parfum Spray,"Pepper, Violet, Pear, Cedarwood, Patchouli",89.99,US $89.99,5,5 available / 6 sold,6,"May 19, 2024 05:30:55 PDT","Lubbock, Texas, United States"
Dolce&Gabbana,Dolce Shine by Dolce & Gabbana 2.5 oz EDP Perfume for Women Brand New Tester,"Oud, Musk, Lavender, Oakmoss, Vanilla",34.76,US $34.76,,Last One / 144 sold,144,"May 20, 2024 05:28:09 PDT","Hackensack, New Jersey, United States"
Carolina Herrera,Good Girl Dazzling Garden by Carolina Herrera 2.7oz Eau de Parfum Spray. New Box,"Cardamom, Cedarwood, Raspberry",90,US $90.00/ea,10,10 available / 75 sold,75,"May 22, 2024 00:00:27 PDT","Katy, Texas, United States"
Dolce&Gabbana,Light Blue by Dolce & Gabbana for Women EDT 3.3 FL OZ/ 100ML New Sealed Packed,"Vetiver, Chocolate",27.99,US $27.99,2,2 available / 8 sold,8,"May 17, 2024 10:08:54 PDT","Hamtramck, Michigan, United States"
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box,"Oud, Violet, Citrus, Cypress",48.88,US $48.88,10,More than 10 available / 4 sold,4,,"College Point, New York, United States"
Sol De Janeiro,Sol de Janeiro SOL Cheirosa '62 Eau de Parfum 1.7 oz / 50ML NIB Factory Sealed,"Pepper, Vanilla",59.98,US $59.98/ea,10,More than 10 available / 5 sold,5,,"Keyport, New Jersey, United States"
Versace,Versace Dylan Turquoise by Gianni Versace 3.4 oz EDT Perfume for Women NiB,"Violet, Apple, Coconut, Lily, Oud",39.55,US $39.55/ea,,"Limited quantity available / 1,059 sold",1059,"May 23, 2024 15:49:26 PDT","Hackensack, New Jersey, United States"
Marc Jacobs,Marc Jacobs Perfect Intense Eau De Parfum 3.3 oz 100ml-Brand New Imperfect Box,"Vetiver, Lavender, Clove, Violet",65.95,US $65.95,10,More than 10 available / 150 sold,150,"May 15, 2024 03:54:01 PDT","Stanley, Wisconsin, United States"
Givenchy,L'Interdit Intense Rouge by Givenchy perfume for women EDP 2.7 oz New Tester,"Chili, Cinnamon, Cypress, Lily",63.25,US $63.25/ea,86,86 available / 116 sold,116,"May 18, 2024 00:20:14 PDT","Dallas, Texas, United States"
Giorgio Armani,My Way  by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,"Patchouli, Citrus, Leather, Chocolate, Orange Blossom",50.99,US $50.99,10,More than 10 available / 27 sold,27,"Feb 15, 2024 09:04:27 PST","Miami, Florida, United States"
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's,"Pepper, Cardamom, Citrus, Rose, Saffron",44.99,US $44.99/ea,10,More than 10 available / 2 sold,2,"May 08, 2024 04:06:30 PDT","44260, United States"
Versace,Red Jeans by Versus Versace 2.5 oz Perfume for Women New In Box,"Cedarwood, Chili, Chocolate, Ginger, Cardamom",18.81,US $18.81/ea,4,"4 available / 1,960 sold",1960,"May 22, 2024 18:50:37 PDT","Hackensack, New Jersey, United States"
Armaf,Armaf Ladies The Pride Of Armaf White EDP Spray 3.4 oz Fragrances 6294015138320,"Lily, Coffee, Pepper",26.31,US $26.31,3,3 available / 20 sold,20,"May 24, 2024 09:32:31 PDT","Brooklyn, New York, United States"
PRADA,Prada Candy Perfume 2.7oz EDP Sweetly Luxurious and New Enchanting,"Leather, Grapefruit, Clove",35.99,US $35.99/ea,6,6 available / 13 sold,13,"May 22, 2024 07:44:52 PDT","Detroit, Michigan, United States"
Jovan,JOVAN MUSK by COTY Perfume 3.25 oz New in Box,"Musk, Vetiver",11.94,US $11.94/ea,82,"82 available / 1,286 sold",1286,"May 24, 2024 01:00:38 PDT","Dallas, Texas, United States"
Victoria's Secret,VICTORIA'S SECRET HEAVENLY PARFUM EAU DE PARFUM 3.4 fl. oz. /  100ml,"Patchouli, Amber, Coffee, Chili, Lavender",28,US $28.00,4,4 available / 5 sold,5,"May 22, 2024 10:05:51 PDT","Hamtramck, Michigan, United States"
Jo Malone,Jo Malone Peony & Blush Suede Eau de Cologne 3.4Fl Oz / 100 ML Perfume,"Chili, Coffee, Vetiver, Leather, Chocolate",49.99,US $49.99,9,9 available / 13 sold,13,"May 21, 2024 20:04:49 PDT","ShenZhen, China"
Jo Malone,Jo Malone Dark Amber &Ginger Lily Cologne Intense Women's Eau de 3.4 fl oz/100ml,"Blackcurrant, Violet, Coffee, Citrus",79.99,US $79.99,6,6 available / 4 sold,4,"May 15, 2024 07:44:11 PDT","Las Vegas, Nevada, United States"
Atlantic,Cry Baby Perfume 1ml ONLY,"Lily, Rose, Raspberry, Grapefruit",55,US $55.00,6,6 available / 12 sold,12,"May 24, 2024 09:01:26 PDT","Round Rock, Texas, United States"
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML🥇Hot New Release🥇,"Chocolate, Peach, Sandalwood, Violet",39.99,US $39.99/ea,23,23 available / 48 sold,48,"May 23, 2024 04:40:34 PDT","North Brunswick, New Jersey, United States"
Philosophy,Philosophy Amazing Grace Lavender Eau de Toilette EDT Spray 4oz 120ml NOT SEALED,"Leather, Chili, Pepper, Cedarwood, Oakmoss",32.99,US $32.99,4,4 available / 9 sold,9,"May 12, 2024 09:18:39 PDT","Melrose Park, Illinois, United States"
Ellis Brooklyn,NWB Ellis Brooklyn Biography Fragrance Discovery Set,"Rose, Lavender, Cedarwood",17,US $17.00,,,,,"Edison, New Jersey, United States"
Jo Malone,Jo Malone English Pear & Freesia 3.4oz Women's Eau de Cologne Spray,"Lily, Oud, Oakmoss",66.95,US $66.95,10,More than 10 available / 6 sold,6,"May 13, 2024 08:12:15 PDT","Piscataway, New Jersey, United States"
Carolina Herrera,Carolina Herrera Very Good Girl 2.7o 80 Ml Eau De Partum Brand New Sealed Box,"Musk, Chili, Oud",51.99,US $51.99/ea,8,8 available / 12 sold,12,"May 21, 2024 22:50:04 PDT","Warren, Michigan, United States"
Narciso Rodriguez,Narciso Rodriguez For Her 3.3oz EDP Signature Women's Perfume Spray New,"Sandalwood, Cinnamon",34.99,US $34.99/ea,10,More than 10 available / 26 sold,26,"May 20, 2024 10:38:43 PDT","Detroit, Michigan, United States"
L'Artisan,L'Artisan Parfumeur 'Mon Numero 10' Eau de Parfum 0.7oz/30ml New In Box,"Lily, Apple, Pear, Grapefruit",48.93,US $48.93,10,More than 10 available / 37 sold,37,"May 18, 2024 08:18:46 PDT","Long Island City, New York, United States"
CHANEL,new Chanel PARIS Gardenia 4ml .12 OZ BOXED Miniature EAU DE PARFUME EDP,"Lily, Saffron",27,US $27.00,2,2 available / 8 sold,8,,"Mountain Top, Pennsylvania, United States"
Afnan,9 am Pour Femme by Afnan 3.4 oz EDP Perfume for Women New In Box,"Orange Blossom, Cardamom, Vetiver, Lily, Violet",29.95,US $29.95/ea,4,4 available / 40 sold,40,"May 23, 2024 19:32:58 PDT","Melissa, Texas, United States"
Versace,Versace Bright Crystal Absolu by Versace 3.0 oz EDP Perfume for Women Tester,"Blackcurrant, Cinnamon, Chocolate, Grapefruit, Lily of the Valley",45.98,US $45.98/ea,,"Limited quantity available / 5,166 sold",5166,"May 24, 2024 08:57:27 PDT","Hackensack, New Jersey, United States"
Juliette has a gun,Juliette Has a Gun Not a Perfume Womens EDP Travel Size 5.5 ML / 0.17 oz NWOB,"Citrus, Patchouli, Grapefruit, Violet",11.99,US $11.99/ea,10,More than 10 available / 19 sold,19,"Apr 11, 2024 12:26:20 PDT","Potomac, Maryland, United States"
Juicy Couture,JUICY COUTURE SOLID PERFUME STICK for Women 0.17 oz Mini NEW Free Ship,"Jasmine, Citrus, Chocolate",5.65,US $5.65/ea,6,6 available / 178 sold,178,"May 19, 2024 21:05:55 PDT","TX, United States"
Dolce&Gabbana,Dolce & Gabbana Light Blue 6.7 fl oz Eau De Toilette Spray Women's New & Sealed,"Vetiver, Chocolate, Patchouli, Pear",53.99,US $53.99/ea,9,9 available / 3 sold,3,"May 23, 2024 05:39:20 PDT","Warren, Michigan, United States"
Clubman Pinaud,Blue Waltz Perfume 0.63 fl oz,"Musk, Amber, Lily, Citrus",8.34,US $8.34,10,More than 10 available / 409 sold,409,"May 23, 2024 22:30:43 PDT","Palm Desert, California, United States"
Lomani,SPICE ADDICT PRIVATE COLLECTION BY LOMANI EDP  Spray 3.3 oz-100 ml NEW & SEALED.,"Amber, Saffron, Leather",84,US $84.00,,,,,"Hialeah, Florida, United States"
Tommy Hilfiger,TOMMY GIRL by TOMMY HILFIGER for Women 0.5 oz Eau de Toilette Spray NEW IN BOX,"Oakmoss, Sandalwood",11.95,US $11.95/ea,8,8 available / 14 sold,14,"May 24, 2024 05:45:44 PDT"," Beauty Maxima, United States, United States"
Dolce&Gabbana,Dolce&Gabbana Light Blue Forever for Women 3.38 fl oz Eau de Parfum Spray,"Pear, Vetiver",45.11,US $45.11,3,3 available / 5 sold,5,"May 23, 2024 10:56:57 PDT","Brooklyn, New York, United States"
Dolce&Gabbana,Light Blue by Dolce & Gabbana for women EDT 3.3 / 3.4 oz SEALED NEW,"Cedarwood, Grapefruit",28.85,US $28.85/ea,7,7 available / 82 sold,82,"May 22, 2024 10:10:34 PDT","Hamtramck, Michigan, United States"
Liz Claiborne,Curve Crush by Liz Claiborne EDT Perfume for Women 3.3 / 3.4 oz New In Box,"Lily of the Valley, Chili, Peach, Saffron",22.23,US $22.23/ea,10,"More than 10 available / 3,584 sold",3584,"May 23, 2024 17:00:31 PDT","Hackensack, New Jersey, United States"
Lancôme,La Vie Est Belle INTENSEMENT by Lancome EDP for Women 3.4 oz /100ml *NEW IN BOX*,"Musk, Citrus, Coconut, Chili",74.99,US $74.99,10,More than 10 available / 160 sold,160,"Feb 14, 2024 12:25:07 PST","Miami, Florida, United States"
Banana Republic,Banana Republic Wildbloom Vert 3.4 oz EDP Perfume for Women New In Box,"Chili, Amber",20.3,US $20.30/ea,6,6 available / 998 sold,998,"May 22, 2024 11:04:55 PDT","Hackensack, New Jersey, United States"
Lolita Lempicka,Lolita Lempicka by Lolita Lempicka 3.4 oz EDP Perfume for Women New In Box,"Lavender, Coconut, Cedarwood, Oakmoss",39.82,US $39.82/ea,10,"More than 10 available / 2,143 sold",2143,"May 23, 2024 22:19:41 PDT","Hackensack, New Jersey, United States"
MONTALE,Roses Musk by Montale perfume for women EDP 3.3 / 3.4 oz New In Box,"Amber, Citrus",55.66,US $55.66/ea,23,23 available / 268 sold,268,"May 24, 2024 09:42:09 PDT","Dallas, Texas, United States"
Estée Lauder,Knowing by Estee Lauder 2.5 oz EDP Perfume for Women New In Box,"Blackcurrant, Ginger, Vetiver",42.69,US $42.69/ea,10,More than 10 available / 868 sold,868,"May 23, 2024 08:22:07 PDT","Hackensack, New Jersey, United States"
Britney Spears,Believe by Britney Spears 3.3 / 3.4 oz EDP Perfume for Women NEW IN BOX,"Cinnamon, Pepper",22.36,US $22.36/ea,46,46 available / 177 sold,177,"May 24, 2024 09:07:13 PDT","Dallas, Texas, United States"
Dolce&Gabbana,Dolce & Gabbana Light Blue 1.7 oz./ 50 ml. Eau de Toilette Spray for Women New,"Grapefruit, Ginger",38,US $38.00/ea,10,10 available / 11 sold,11,"May 23, 2024 13:17:17 PDT","Katy, Texas, United States"
ISSEY MIYAKE,L'eau D'Issey by Issey Miyake EDT Perfume for Women 1.6 oz New In Box,"Vanilla, Chili, Sandalwood, Amber, Cedarwood",31.87,US $31.87/ea,6,6 available / 258 sold,258,"May 23, 2024 16:28:06 PDT","Hackensack, New Jersey, United States"
M·A·C,"M.A.C TURQUATIC Fragrance Blend Parfume Spray, 0.68 Fl Oz. / 20 mL, New In Box","Lily of the Valley, Jasmine, Orange Blossom",29.5,US $29.50,5,5 available / 7 sold,7,"May 15, 2024 11:05:36 PDT","Camarillo, California, United States"
Parfums de Marly,1 Vial SEDLEY by PARFUMS DE MARLY for Women 0.05 oz 1.5 ml Eau de Parfum Spray,"Apple, Oakmoss, Chili",8.99,US $8.99/ea,5,5 available / 126 sold,126,"May 21, 2024 05:43:36 PDT","TX, United States"
As Show,L'Imperatrice 3 by D&G 3.3 oz 100ml Eau de Toilette Perfume for Women New In Box,"Blackcurrant, Peach, Coconut, Vanilla, Pepper",32.99,US $32.99/ea,4,4 available / 14 sold,14,"May 24, 2024 10:01:28 PDT","HongKong, Hong Kong"
Thierry Mugler,Alien by Thierry Mugler 3.4 oz EDP Refill Perfume for Women New In Box,"Saffron, Citrus, Cedarwood",76.34,US $76.34/ea,3,3 available / 92 sold,92,"May 22, 2024 23:22:46 PDT","Hackensack, New Jersey, United States"
,Bright Crystal de Versace Eau de Toilette 3.0 EE. UU. fl. oz. / Spray Mujer 90 ml-,"Violet, Cedarwood, Jasmine, Rose",29.99,US $29.99,,2 disponibles / 3 vendidos,,23 may 2024 02:42:14 EST,"Hamtramck, Michigan, Estados Unidos"
Versace,Yellow Diamond by Gianni Versace for women EDT 3.0 oz New Tester,"Lavender, Raspberry, Clove, Oud, Rose",37.63,US $37.63/ea,12,"12 available / 1,909 sold",1909,"May 24, 2024 08:46:09 PDT","Dallas, Texas, United States"
